;dengue;year;month;rain;temp;hum;time;denguel0;denguel1;denguel2;denguel3;denguel4;denguel5;denguel6;denguel7;denguel8;denguel9;denguel10;denguel11;denguel12;denguel13;denguel14;denguel15;denguel16;denguel17;denguel18;denguel19;denguel20;denguel21;denguel22;denguel23;denguel24;denguel25;denguel26;denguel27;denguel28;denguel29;denguel30;denguel31;denguel32;denguel33;denguel34;denguel35;denguel36;denguel37;denguel38;denguel39;denguel40;denguel41;denguel42;denguel43;denguel44;denguel45;denguel46;denguel47;denguel48;denguel49;denguel50;denguel51;denguel52;denguel53;denguel54;denguel55;denguel56;denguel57;denguel58;denguel59;denguel60;dengue_ma1323;dengue_ma2535;dengue_ma3747;dengue_ma4959;dengue_ma0211;dengue_ma0223;dengue_ma0235;dengue_ma0247;dengue_ma0259;dengue_ma0212;dengue_ma0224;dengue_ma0236;dengue_ma0248;dengue_ma0260;dengue_ma0213;dengue_ma0225;dengue_ma0237;dengue_ma0249;dengue_ma2324;dengue_ma2425;dengue_ma2335;dengue_ma2435;dengue_ma2337;dengue_ma2437;dengue_ma1136;dengue_ma2348;dengue_ma1248;dengue_ma2448;dengue_ma1348;dengue_ma2548;dengue_ma1148;templ0;templ1;templ2;templ3;templ4;rainl0;rainl1;rainl2;rainl3;rainl4;huml0;huml1;huml2;huml3;huml4;census;figures;irA;irAl0;irAl1;irAl2;irAl3;irAl4;irAl5;irAl6;irAl7;irAl8;irAl9;irAl10;irAl11;irAl12;irAl13;irAl14;irAl15;irAl16;irAl17;irAl18;irAl19;irAl20;irAl21;irAl22;irAl23;irAl24;irAl25;irAl26;irAl27;irAl28;irAl29;irAl30;irAl31;irAl32;irAl33;irAl34;irAl35;irAl36;irAl37;irAl38;irAl39;irAl40;irAl41;irAl42;irAl43;irAl44;irAl45;irAl46;irAl47;irAl48;irAl49;irAl50;irAl51;irAl52;irAl53;irAl54;irAl55;irAl56;irAl57;irAl58;irAl59;irAl60;irB;irBl0;irBl1;irBl2;irBl3;irBl4;irBl5;irBl6;irBl7;irBl8;irBl9;irBl10;irBl11;irBl12;irBl13;irBl14;irBl15;irBl16;irBl17;irBl18;irBl19;irBl20;irBl21;irBl22;irBl23;irBl24;irBl25;irBl26;irBl27;irBl28;irBl29;irBl30;irBl31;irBl32;irBl33;irBl34;irBl35;irBl36;irBl37;irBl38;irBl39;irBl40;irBl41;irBl42;irBl43;irBl44;irBl45;irBl46;irBl47;irBl48;irBl49;irBl50;irBl51;irBl52;irBl53;irBl54;irBl55;irBl56;irBl57;irBl58;irBl59;irBl60
52;30;2005;4;254;27,3;83;52;30;39;31;15;18;9;11;20;10;12;4;13;36;261;160;151;22;17;33;37;20;50;51;51;86;37;43;56;4;15;16;24;20;21;32;52;59;32;43;61;3;15;24;35;50;67;66;142;63;47;47;48;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;853;320;538;#N/A;143;1032;1438;2035;#N/A;179;1118;1497;2098;#N/A;440;1155;1529;2145;137;123;103;138;83;118;1367;1117;1955;1066;1919;980;1968;27,3;27,3;26,7;26,7;26,7;254;152;484;346;424;0,147062534;2,761364058;-0,769608321;1,139113607;-1,002193297;393208;410413;7,63;7,63;9,92;7,88;3,81;4,57;2,29;2,79;5,08;2,54;3,05;1,02;3,3;9,14;66,23;40,59;38,3;5,58;4,31;8,37;9,38;5,07;12,67;12,92;12,92;21,78;9,37;10,89;14,18;1,01;3,8;4,05;6,07;5,06;5,31;8,09;13,15;14,91;8,09;10,86;15,41;0,76;3,79;6,06;8,84;12,62;16,91;16,65;35,82;15,89;11,85;11,85;12,1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;7,31;7,31;9,58;7,67;3,74;4,52;2,26;2,77;5,04;2,52;3,03;1,01;3,29;9,13;66,3;40,69;38,45;5,61;4,23;8,01;8,77;4,63;11,32;11,29;11,05;18,25;7,69;8,76;11,18;0,78;2,94;3,14;4,71;3,93;4,13;6,31;10,26;11,65;6,33;8,51;12,09;0,6;2,98;4,77;6,97;9,96;13,36;13,18;28,38;12,61;9,41;9,42;9,63;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
53;23;2005;5;1;27,7;77;53;23;30;39;31;15;18;9;11;20;10;12;4;13;36;261;160;151;22;17;33;37;20;50;51;51;86;37;43;56;4;15;16;24;20;21;32;52;59;32;43;61;3;15;24;35;50;67;66;142;63;47;47;48;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;838;354;455;#N/A;169;1020;1425;1932;#N/A;182;1071;1477;2074;#N/A;218;1157;1536;2137;102;137;83;83;110;110;1312;1105;1905;1054;1892;1003;1909;27,7;27,3;27,3;26,7;26,7;1;254;152;484;346;3,896435072;0,147062534;2,761364058;-0,769608321;1,139113607;393141;413516;5,85;5,85;7,63;9,92;7,88;3,81;4,57;2,29;2,79;5,08;2,54;3,05;1,02;3,3;9,14;66,23;40,59;38,3;5,58;4,31;8,37;9,38;5,07;12,67;12,92;12,92;21,78;9,37;10,89;14,18;1,01;3,8;4,05;6,07;5,06;5,31;8,09;13,15;14,91;8,09;10,86;15,41;0,76;3,79;6,06;8,84;12,62;16,91;16,65;35,82;15,89;11,85;11,85;12,1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;5,56;5,56;7,31;9,58;7,67;3,74;4,52;2,26;2,77;5,04;2,52;3,03;1,01;3,29;9,13;66,3;40,69;38,45;5,61;4,23;8,01;8,77;4,63;11,32;11,29;11,05;18,25;7,69;8,76;11,18;0,78;2,94;3,14;4,71;3,93;4,13;6,31;10,26;11,65;6,33;8,51;12,09;0,6;2,98;4,77;6,97;9,96;13,36;13,18;28,38;12,61;9,41;9,42;9,63;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
54;14;2005;6;106;27,5;81;54;14;23;30;39;31;15;18;9;11;20;10;12;4;13;36;261;160;151;22;17;33;37;20;50;51;51;86;37;43;56;4;15;16;24;20;21;32;52;59;32;43;61;3;15;24;35;50;67;66;142;63;47;47;48;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;800;373;441;#N/A;195;999;1423;1896;#N/A;199;1050;1455;1962;#N/A;212;1101;1507;2104;101;102;71;72;102;103;1272;1013;1767;963;1763;912;1779;27,5;27,7;27,3;27,3;26,7;106;1;254;152;484;1,609858006;3,896435072;0,147062534;2,761364058;-0,769608321;393073;416619;3,56;3,56;5,85;7,63;9,92;7,88;3,81;4,57;2,29;2,79;5,08;2,54;3,05;1,02;3,3;9,14;66,23;40,59;38,3;5,58;4,31;8,37;9,38;5,07;12,67;12,92;12,92;21,78;9,37;10,89;14,18;1,01;3,8;4,05;6,07;5,06;5,31;8,09;13,15;14,91;8,09;10,86;15,41;0,76;3,79;6,06;8,84;12,62;16,91;16,65;35,82;15,89;11,85;11,85;12,1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;3,36;3,36;5,56;7,31;9,58;7,67;3,74;4,52;2,26;2,77;5,04;2,52;3,03;1,01;3,29;9,13;66,3;40,69;38,45;5,61;4,23;8,01;8,77;4,63;11,32;11,29;11,05;18,25;7,69;8,76;11,18;0,78;2,94;3,14;4,71;3,93;4,13;6,31;10,26;11,65;6,33;8,51;12,09;0,6;2,98;4,77;6,97;9,96;13,36;13,18;28,38;12,61;9,41;9,42;9,63;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
55;7;2005;7;123;26,2;81;55;7;14;23;30;39;31;15;18;9;11;20;10;12;4;13;36;261;160;151;22;17;33;37;20;50;51;51;86;37;43;56;4;15;16;24;20;21;32;52;59;32;43;61;3;15;24;35;50;67;66;142;63;47;47;48;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;754;403;406;#N/A;206;972;1425;1852;#N/A;218;1022;1446;1919;#N/A;222;1073;1478;1985;70;101;40;70;52;82;1250;967;1713;947;1701;897;1723;26,2;27,5;27,7;27,3;27,3;123;106;1;254;152;-0,527524152;1,609858006;3,896435072;0,147062534;2,761364058;393006;419721;1,78;1,78;3,56;5,85;7,63;9,92;7,88;3,81;4,57;2,29;2,79;5,08;2,54;3,05;1,02;3,3;9,14;66,23;40,59;38,3;5,58;4,31;8,37;9,38;5,07;12,67;12,92;12,92;21,78;9,37;10,89;14,18;1,01;3,8;4,05;6,07;5,06;5,31;8,09;13,15;14,91;8,09;10,86;15,41;0,76;3,79;6,06;8,84;12,62;16,91;16,65;35,82;15,89;11,85;11,85;12,1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1,67;1,67;3,36;5,56;7,31;9,58;7,67;3,74;4,52;2,26;2,77;5,04;2,52;3,03;1,01;3,29;9,13;66,3;40,69;38,45;5,61;4,23;8,01;8,77;4,63;11,32;11,29;11,05;18,25;7,69;8,76;11,18;0,78;2,94;3,14;4,71;3,93;4,13;6,31;10,26;11,65;6,33;8,51;12,09;0,6;2,98;4,77;6,97;9,96;13,36;13,18;28,38;12,61;9,41;9,42;9,63;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
56;17;2005;8;12;25,8;78;56;17;7;14;23;30;39;31;15;18;9;11;20;10;12;4;13;36;261;160;151;22;17;33;37;20;50;51;51;86;37;43;56;4;15;16;24;20;21;32;52;59;32;43;61;3;15;24;35;50;67;66;142;63;47;47;48;#N/A;#N/A;#N/A;#N/A;#N/A;746;433;377;#N/A;210;966;1419;1816;#N/A;220;986;1439;1866;#N/A;232;1036;1460;1933;57;70;61;44;58;41;1249;937;1656;900;1646;880;1676;25,8;26,2;27,5;27,7;27,3;12;123;106;1;254;1,941686966;-0,527524152;1,609858006;3,896435072;0,147062534;392938;422824;4,33;4,33;1,78;3,56;5,85;7,63;9,92;7,88;3,81;4,57;2,29;2,79;5,08;2,54;3,05;1,02;3,3;9,14;66,23;40,59;38,3;5,58;4,31;8,37;9,38;5,07;12,67;12,92;12,92;21,78;9,37;10,89;14,18;1,01;3,8;4,05;6,07;5,06;5,31;8,09;13,15;14,91;8,09;10,86;15,41;0,76;3,79;6,06;8,84;12,62;16,91;16,65;35,82;15,89;11,85;11,85;12,1;#N/A;#N/A;#N/A;#N/A;#N/A;4,02;4,02;1,67;3,36;5,56;7,31;9,58;7,67;3,74;4,52;2,26;2,77;5,04;2,52;3,03;1,01;3,29;9,13;66,3;40,69;38,45;5,61;4,23;8,01;8,77;4,63;11,32;11,29;11,05;18,25;7,69;8,76;11,18;0,78;2,94;3,14;4,71;3,93;4,13;6,31;10,26;11,65;6,33;8,51;12,09;0,6;2,98;4,77;6,97;9,96;13,36;13,18;28,38;12,61;9,41;9,42;9,63;#N/A;#N/A;#N/A;#N/A;#N/A
57;13;2005;9;5;27;78;57;13;17;7;14;23;30;39;31;15;18;9;11;20;10;12;4;13;36;261;160;151;22;17;33;37;20;50;51;51;86;37;43;56;4;15;16;24;20;21;32;52;59;32;43;61;3;15;24;35;50;67;66;142;63;47;47;48;#N/A;#N/A;#N/A;#N/A;719;429;362;#N/A;197;936;1402;1788;#N/A;217;973;1426;1823;#N/A;227;993;1446;1873;70;57;49;53;53;57;1240;920;1626;887;1606;850;1637;27;25,8;26,2;27,5;27,7;5;12;123;106;1;3,122957236;1,941686966;-0,527524152;1,609858006;3,896435072;392871;425927;3,31;3,31;4,33;1,78;3,56;5,85;7,63;9,92;7,88;3,81;4,57;2,29;2,79;5,08;2,54;3,05;1,02;3,3;9,14;66,23;40,59;38,3;5,58;4,31;8,37;9,38;5,07;12,67;12,92;12,92;21,78;9,37;10,89;14,18;1,01;3,8;4,05;6,07;5,06;5,31;8,09;13,15;14,91;8,09;10,86;15,41;0,76;3,79;6,06;8,84;12,62;16,91;16,65;35,82;15,89;11,85;11,85;12,1;#N/A;#N/A;#N/A;#N/A;3,05;3,05;4,02;1,67;3,36;5,56;7,31;9,58;7,67;3,74;4,52;2,26;2,77;5,04;2,52;3,03;1,01;3,29;9,13;66,3;40,69;38,45;5,61;4,23;8,01;8,77;4,63;11,32;11,29;11,05;18,25;7,69;8,76;11,18;0,78;2,94;3,14;4,71;3,93;4,13;6,31;10,26;11,65;6,33;8,51;12,09;0,6;2,98;4,77;6,97;9,96;13,36;13,18;28,38;12,61;9,41;9,42;9,63;#N/A;#N/A;#N/A;#N/A
58;19;2005;10;128;27,3;80;58;19;13;17;7;14;23;30;39;31;15;18;9;11;20;10;12;4;13;36;261;160;151;22;17;33;37;20;50;51;51;86;37;43;56;4;15;16;24;20;21;32;52;59;32;43;61;3;15;24;35;50;67;66;142;63;47;47;48;#N/A;#N/A;#N/A;706;450;362;#N/A;203;920;1403;1781;#N/A;214;953;1419;1805;#N/A;234;990;1443;1840;50;70;32;48;41;57;1225;902;1602;885;1591;852;1611;27,3;27;25,8;26,2;27,5;128;5;12;123;106;-0,607864917;3,122957236;1,941686966;-0,527524152;1,609858006;392804;429030;4,84;4,84;3,31;4,33;1,78;3,56;5,85;7,63;9,92;7,88;3,81;4,57;2,29;2,79;5,08;2,54;3,05;1,02;3,3;9,14;66,23;40,59;38,3;5,58;4,31;8,37;9,38;5,07;12,67;12,92;12,92;21,78;9,37;10,89;14,18;1,01;3,8;4,05;6,07;5,06;5,31;8,09;13,15;14,91;8,09;10,86;15,41;0,76;3,79;6,06;8,84;12,62;16,91;16,65;35,82;15,89;11,85;11,85;12,1;#N/A;#N/A;#N/A;4,43;4,43;3,05;4,02;1,67;3,36;5,56;7,31;9,58;7,67;3,74;4,52;2,26;2,77;5,04;2,52;3,03;1,01;3,29;9,13;66,3;40,69;38,45;5,61;4,23;8,01;8,77;4,63;11,32;11,29;11,05;18,25;7,69;8,76;11,18;0,78;2,94;3,14;4,71;3,93;4,13;6,31;10,26;11,65;6,33;8,51;12,09;0,6;2,98;4,77;6,97;9,96;13,36;13,18;28,38;12,61;9,41;9,42;9,63;#N/A;#N/A;#N/A
59;34;2005;11;87;27,4;81;59;34;19;13;17;7;14;23;30;39;31;15;18;9;11;20;10;12;4;13;36;261;160;151;22;17;33;37;20;50;51;51;86;37;43;56;4;15;16;24;20;21;32;52;59;32;43;61;3;15;24;35;50;67;66;142;63;47;47;48;#N/A;#N/A;700;468;363;#N/A;207;916;1401;1779;#N/A;216;933;1416;1794;#N/A;227;966;1432;1818;39;50;26;21;38;33;1227;900;1587;878;1578;861;1605;27,4;27,3;27;25,8;26,2;87;128;5;12;123;2,135395196;-0,607864917;3,122957236;1,941686966;-0,527524152;392736;432133;8,66;8,66;4,84;3,31;4,33;1,78;3,56;5,85;7,63;9,92;7,88;3,81;4,57;2,29;2,79;5,08;2,54;3,05;1,02;3,3;9,14;66,23;40,59;38,3;5,58;4,31;8,37;9,38;5,07;12,67;12,92;12,92;21,78;9,37;10,89;14,18;1,01;3,8;4,05;6,07;5,06;5,31;8,09;13,15;14,91;8,09;10,86;15,41;0,76;3,79;6,06;8,84;12,62;16,91;16,65;35,82;15,89;11,85;11,85;12,1;#N/A;#N/A;7,87;7,87;4,43;3,05;4,02;1,67;3,36;5,56;7,31;9,58;7,67;3,74;4,52;2,26;2,77;5,04;2,52;3,03;1,01;3,29;9,13;66,3;40,69;38,45;5,61;4,23;8,01;8,77;4,63;11,32;11,29;11,05;18,25;7,69;8,76;11,18;0,78;2,94;3,14;4,71;3,93;4,13;6,31;10,26;11,65;6,33;8,51;12,09;0,6;2,98;4,77;6,97;9,96;13,36;13,18;28,38;12,61;9,41;9,42;9,63;#N/A;#N/A
60;101;2005;12;481;25,9;90;60;101;34;19;13;17;7;14;23;30;39;31;15;18;9;11;20;10;12;4;13;36;261;160;151;22;17;33;37;20;50;51;51;86;37;43;56;4;15;16;24;20;21;32;52;59;32;43;61;3;15;24;35;50;67;66;142;63;47;47;48;#N/A;687;481;375;604;208;913;1416;1795;2402;226;935;1420;1798;#N/A;235;952;1435;1813;173;39;207;78;166;37;1227;1036;1590;885;1572;863;1605;25,9;27,4;27,3;27;25,8;481;87;128;5;12;2,849514595;2,135395196;-0,607864917;3,122957236;1,941686966;392669;435236;25,72;25,72;8,66;4,84;3,31;4,33;1,78;3,56;5,85;7,63;9,92;7,88;3,81;4,57;2,29;2,79;5,08;2,54;3,05;1,02;3,3;9,14;66,23;40,59;38,3;5,58;4,31;8,37;9,38;5,07;12,67;12,92;12,92;21,78;9,37;10,89;14,18;1,01;3,8;4,05;6,07;5,06;5,31;8,09;13,15;14,91;8,09;10,86;15,41;0,76;3,79;6,06;8,84;12,62;16,91;16,65;35,82;15,89;11,85;11,85;12,1;#N/A;23,21;23,21;7,87;4,43;3,05;4,02;1,67;3,36;5,56;7,31;9,58;7,67;3,74;4,52;2,26;2,77;5,04;2,52;3,03;1,01;3,29;9,13;66,3;40,69;38,45;5,61;4,23;8,01;8,77;4,63;11,32;11,29;11,05;18,25;7,69;8,76;11,18;0,78;2,94;3,14;4,71;3,93;4,13;6,31;10,26;11,65;6,33;8,51;12,09;0,6;2,98;4,77;6,97;9,96;13,36;13,18;28,38;12,61;9,41;9,42;9,63;#N/A
61;172;2006;1;391;26,4;87;61;172;101;34;19;13;17;7;14;23;30;39;31;15;18;9;11;20;10;12;4;13;36;261;160;151;22;17;33;37;20;50;51;51;86;37;43;56;4;15;16;24;20;21;32;52;59;32;43;61;3;15;24;35;50;67;66;142;63;47;47;48;554;447;318;559;227;796;1394;1768;2388;242;947;1450;1829;2436;260;969;1454;1832;311;173;203;194;164;155;1254;1193;1602;1033;1587;882;1633;26,4;25,9;27,4;27,3;27;391;481;87;128;5;1,270864537;2,849514595;2,135395196;-0,607864917;3,122957236;392602;435892;43,81;43,81;25,72;8,66;4,84;3,31;4,33;1,78;3,56;5,85;7,63;9,92;7,88;3,81;4,57;2,29;2,79;5,08;2,54;3,05;1,02;3,3;9,14;66,23;40,59;38,3;5,58;4,31;8,37;9,38;5,07;12,67;12,92;12,92;21,78;9,37;10,89;14,18;1,01;3,8;4,05;6,07;5,06;5,31;8,09;13,15;14,91;8,09;10,86;15,41;0,76;3,79;6,06;8,84;12,62;16,91;16,65;35,82;15,89;11,85;11,85;12,1;39,46;39,46;23,21;7,87;4,43;3,05;4,02;1,67;3,36;5,56;7,31;9,58;7,67;3,74;4,52;2,26;2,77;5,04;2,52;3,03;1,01;3,29;9,13;66,3;40,69;38,45;5,61;4,23;8,01;8,77;4,63;11,32;11,29;11,05;18,25;7,69;8,76;11,18;0,78;2,94;3,14;4,71;3,93;4,13;6,31;10,26;11,65;6,33;8,51;12,09;0,6;2,98;4,77;6,97;9,96;13,36;13,18;28,38;12,61;9,41;9,42;9,63
62;230;2006;2;309;26,8;86;62;230;172;101;34;19;13;17;7;14;23;30;39;31;15;18;9;11;20;10;12;4;13;36;261;160;151;22;17;33;37;20;50;51;51;86;37;43;56;4;15;16;24;20;21;32;52;59;32;43;61;3;15;24;35;50;67;66;142;63;47;47;409;555;331;573;297;737;1452;1826;2442;328;897;1495;1869;2489;343;1048;1551;1930;421;311;298;197;317;216;1237;1393;1572;1132;1541;972;1611;26,8;26,4;25,9;27,4;27,3;309;391;481;87;128;1,758735365;1,270864537;2,849514595;2,135395196;-0,607864917;392534;436549;58,59;58,59;43,81;25,72;8,66;4,84;3,31;4,33;1,78;3,56;5,85;7,63;9,92;7,88;3,81;4,57;2,29;2,79;5,08;2,54;3,05;1,02;3,3;9,14;66,23;40,59;38,3;5,58;4,31;8,37;9,38;5,07;12,67;12,92;12,92;21,78;9,37;10,89;14,18;1,01;3,8;4,05;6,07;5,06;5,31;8,09;13,15;14,91;8,09;10,86;15,41;0,76;3,79;6,06;8,84;12,62;16,91;16,65;35,82;15,89;11,85;11,85;52,69;52,69;39,46;23,21;7,87;4,43;3,05;4,02;1,67;3,36;5,56;7,31;9,58;7,67;3,74;4,52;2,26;2,77;5,04;2,52;3,03;1,01;3,29;9,13;66,3;40,69;38,45;5,61;4,23;8,01;8,77;4,63;11,32;11,29;11,05;18,25;7,69;8,76;11,18;0,78;2,94;3,14;4,71;3,93;4,13;6,31;10,26;11,65;6,33;8,51;12,09;0,6;2,98;4,77;6,97;9,96;13,36;13,18;28,38;12,61;9,41;9,42
63;247;2006;3;337;26,6;90;63;247;230;172;101;34;19;13;17;7;14;23;30;39;31;15;18;9;11;20;10;12;4;13;36;261;160;151;22;17;33;37;20;50;51;51;86;37;43;56;4;15;16;24;20;21;32;52;59;32;43;61;3;15;24;35;50;67;66;142;63;47;179;678;342;569;430;648;1587;1966;2567;469;909;1624;1998;2614;500;1069;1667;2041;297;421;122;347;79;304;1224;1386;1568;1350;1529;1089;1598;26,6;26,8;26,4;25,9;27,4;337;309;391;481;87;5,187707411;1,758735365;1,270864537;2,849514595;2,135395196;392467;437205;62,94;62,94;58,59;43,81;25,72;8,66;4,84;3,31;4,33;1,78;3,56;5,85;7,63;9,92;7,88;3,81;4,57;2,29;2,79;5,08;2,54;3,05;1,02;3,3;9,14;66,23;40,59;38,3;5,58;4,31;8,37;9,38;5,07;12,67;12,92;12,92;21,78;9,37;10,89;14,18;1,01;3,8;4,05;6,07;5,06;5,31;8,09;13,15;14,91;8,09;10,86;15,41;0,76;3,79;6,06;8,84;12,62;16,91;16,65;35,82;15,89;11,85;56,5;56,5;52,69;39,46;23,21;7,87;4,43;3,05;4,02;1,67;3,36;5,56;7,31;9,58;7,67;3,74;4,52;2,26;2,77;5,04;2,52;3,03;1,01;3,29;9,13;66,3;40,69;38,45;5,61;4,23;8,01;8,77;4,63;11,32;11,29;11,05;18,25;7,69;8,76;11,18;0,78;2,94;3,14;4,71;3,93;4,13;6,31;10,26;11,65;6,33;8,51;12,09;0,6;2,98;4,77;6,97;9,96;13,36;13,18;28,38;12,61;9,41
64;63;2006;4;232;26,5;87;64;63;247;230;172;101;34;19;13;17;7;14;23;30;39;31;15;18;9;11;20;10;12;4;13;36;261;160;151;22;17;33;37;20;50;51;51;86;37;43;56;4;15;16;24;20;21;32;52;59;32;43;61;3;15;24;35;50;67;66;142;63;182;853;320;538;630;842;1731;2137;2734;660;878;1817;2196;2797;699;1139;1854;2228;49;297;64;87;50;73;1210;1367;1566;1354;1536;1318;1589;26,5;26,6;26,8;26,4;25,9;232;337;309;391;481;3,488117896;5,187707411;1,758735365;1,270864537;2,849514595;392400;437861;16,06;16,06;62,94;58,59;43,81;25,72;8,66;4,84;3,31;4,33;1,78;3,56;5,85;7,63;9,92;7,88;3,81;4,57;2,29;2,79;5,08;2,54;3,05;1,02;3,3;9,14;66,23;40,59;38,3;5,58;4,31;8,37;9,38;5,07;12,67;12,92;12,92;21,78;9,37;10,89;14,18;1,01;3,8;4,05;6,07;5,06;5,31;8,09;13,15;14,91;8,09;10,86;15,41;0,76;3,79;6,06;8,84;12,62;16,91;16,65;35,82;15,89;14,39;14,39;56,5;52,69;39,46;23,21;7,87;4,43;3,05;4,02;1,67;3,36;5,56;7,31;9,58;7,67;3,74;4,52;2,26;2,77;5,04;2,52;3,03;1,01;3,29;9,13;66,3;40,69;38,45;5,61;4,23;8,01;8,77;4,63;11,32;11,29;11,05;18,25;7,69;8,76;11,18;0,78;2,94;3,14;4,71;3,93;4,13;6,31;10,26;11,65;6,33;8,51;12,09;0,6;2,98;4,77;6,97;9,96;13,36;13,18;28,38;12,61
65;31;2006;5;195;26,7;85;65;31;63;247;230;172;101;34;19;13;17;7;14;23;30;39;31;15;18;9;11;20;10;12;4;13;36;261;160;151;22;17;33;37;20;50;51;51;86;37;43;56;4;15;16;24;20;21;32;52;59;32;43;61;3;15;24;35;50;67;66;142;199;838;354;455;854;1076;1927;2332;2839;877;1089;1978;2384;2981;907;1125;2064;2443;17;49;55;64;90;99;1138;1312;1530;1308;1507;1295;1544;26,7;26,5;26,6;26,8;26,4;195;232;337;309;391;2,180173467;3,488117896;5,187707411;1,758735365;1,270864537;392332;438518;7,9;7,9;16,06;62,94;58,59;43,81;25,72;8,66;4,84;3,31;4,33;1,78;3,56;5,85;7,63;9,92;7,88;3,81;4,57;2,29;2,79;5,08;2,54;3,05;1,02;3,3;9,14;66,23;40,59;38,3;5,58;4,31;8,37;9,38;5,07;12,67;12,92;12,92;21,78;9,37;10,89;14,18;1,01;3,8;4,05;6,07;5,06;5,31;8,09;13,15;14,91;8,09;10,86;15,41;0,76;3,79;6,06;8,84;12,62;16,91;16,65;35,82;7,07;7,07;14,39;56,5;52,69;39,46;23,21;7,87;4,43;3,05;4,02;1,67;3,36;5,56;7,31;9,58;7,67;3,74;4,52;2,26;2,77;5,04;2,52;3,03;1,01;3,29;9,13;66,3;40,69;38,45;5,61;4,23;8,01;8,77;4,63;11,32;11,29;11,05;18,25;7,69;8,76;11,18;0,78;2,94;3,14;4,71;3,93;4,13;6,31;10,26;11,65;6,33;8,51;12,09;0,6;2,98;4,77;6,97;9,96;13,36;13,18;28,38
66;37;2006;6;0;25,6;81;66;37;31;63;247;230;172;101;34;19;13;17;7;14;23;30;39;31;15;18;9;11;20;10;12;4;13;36;261;160;151;22;17;33;37;20;50;51;51;86;37;43;56;4;15;16;24;20;21;32;52;59;32;43;61;3;15;24;35;50;67;66;218;800;373;441;903;1135;1939;2363;2836;917;1139;1990;2395;2902;940;1152;2041;2447;16;17;62;54;63;55;1094;1272;1492;1260;1478;1256;1499;25,6;26,7;26,5;26,6;26,8;0;195;232;337;309;5,756182025;2,180173467;3,488117896;5,187707411;1,758735365;392265;439174;9,43;9,43;7,9;16,06;62,94;58,59;43,81;25,72;8,66;4,84;3,31;4,33;1,78;3,56;5,85;7,63;9,92;7,88;3,81;4,57;2,29;2,79;5,08;2,54;3,05;1,02;3,3;9,14;66,23;40,59;38,3;5,58;4,31;8,37;9,38;5,07;12,67;12,92;12,92;21,78;9,37;10,89;14,18;1,01;3,8;4,05;6,07;5,06;5,31;8,09;13,15;14,91;8,09;10,86;15,41;0,76;3,79;6,06;8,84;12,62;16,91;16,65;8,42;8,42;7,07;14,39;56,5;52,69;39,46;23,21;7,87;4,43;3,05;4,02;1,67;3,36;5,56;7,31;9,58;7,67;3,74;4,52;2,26;2,77;5,04;2,52;3,03;1,01;3,29;9,13;66,3;40,69;38,45;5,61;4,23;8,01;8,77;4,63;11,32;11,29;11,05;18,25;7,69;8,76;11,18;0,78;2,94;3,14;4,71;3,93;4,13;6,31;10,26;11,65;6,33;8,51;12,09;0,6;2,98;4,77;6,97;9,96;13,36;13,18
